Time,Image,ParentImage,CommandLine,User,ProcessGuid,ParentProcessGuid
"2024-09-09 21:47:12","C:\Windows\SysWOW64\net.exe","C:\Program Files (x86)\ossec-agent\wazuh-agent.exe","net.exe accounts","NT AUTHORITY\SYSTEM","{30f6f5d4-ee50-66de-a804-000000000300}","{30f6f5d4-ee44-66de-7e04-000000000300}"
"2024-09-09 21:47:12","C:\Windows\SysWOW64\net1.exe","C:\Windows\SysWOW64\net.exe","C:\Windows\system32\net1 user guest","NT AUTHORITY\SYSTEM","{30f6f5d4-ee50-66de-a704-000000000300}","{30f6f5d4-ee50-66de-a504-000000000300}"
"2024-09-09 21:47:12","C:\Windows\SysWOW64\net.exe","C:\Program Files (x86)\ossec-agent\wazuh-agent.exe","net user guest","NT AUTHORITY\SYSTEM","{30f6f5d4-ee50-66de-a504-000000000300}","{30f6f5d4-ee44-66de-7e04-000000000300}"
"2024-09-09 21:47:12","C:\Windows\SysWOW64\net1.exe","C:\Windows\SysWOW64\net.exe","C:\Windows\system32\net1 user administrator","NT AUTHORITY\SYSTEM","{30f6f5d4-ee50-66de-a404-000000000300}","{30f6f5d4-ee50-66de-a204-000000000300}"
"2024-09-09 21:47:12","C:\Windows\SysWOW64\net.exe","C:\Program Files (x86)\ossec-agent\wazuh-agent.exe","net user administrator","NT AUTHORITY\SYSTEM","{30f6f5d4-ee50-66de-a204-000000000300}","{30f6f5d4-ee44-66de-7e04-000000000300}"
"2024-09-09 21:47:12","C:\Windows\SysWOW64\net1.exe","C:\Windows\SysWOW64\net.exe","C:\Windows\system32\net1 user guest","NT AUTHORITY\SYSTEM","{30f6f5d4-ee50-66de-a104-000000000300}","{30f6f5d4-ee50-66de-9f04-000000000300}"
"2024-09-09 21:47:12","C:\Windows\SysWOW64\net.exe","C:\Program Files (x86)\ossec-agent\wazuh-agent.exe","net user guest","NT AUTHORITY\SYSTEM","{30f6f5d4-ee50-66de-9f04-000000000300}","{30f6f5d4-ee44-66de-7e04-000000000300}"
"2024-09-09 21:47:12","C:\Windows\SysWOW64\net1.exe","C:\Windows\SysWOW64\net.exe","C:\Windows\system32\net1 user administrator","NT AUTHORITY\SYSTEM","{30f6f5d4-ee50-66de-9e04-000000000300}","{30f6f5d4-ee50-66de-9c04-000000000300}"
"2024-09-09 21:47:12","C:\Windows\SysWOW64\net.exe","C:\Program Files (x86)\ossec-agent\wazuh-agent.exe","net user administrator","NT AUTHORITY\SYSTEM","{30f6f5d4-ee50-66de-9c04-000000000300}","{30f6f5d4-ee44-66de-7e04-000000000300}"
"2024-09-09 21:47:12","C:\Windows\SysWOW64\net1.exe","C:\Windows\SysWOW64\net.exe","C:\Windows\system32\net1 accounts","NT AUTHORITY\SYSTEM","{30f6f5d4-ee50-66de-9b04-000000000300}","{30f6f5d4-ee50-66de-9904-000000000300}"
"2024-09-09 21:47:12","C:\Windows\SysWOW64\net.exe","C:\Program Files (x86)\ossec-agent\wazuh-agent.exe","net.exe accounts","NT AUTHORITY\SYSTEM","{30f6f5d4-ee50-66de-9904-000000000300}","{30f6f5d4-ee44-66de-7e04-000000000300}"
"2024-09-09 21:47:12","C:\Windows\SysWOW64\net1.exe","C:\Windows\SysWOW64\net.exe","C:\Windows\system32\net1 accounts","NT AUTHORITY\SYSTEM","{30f6f5d4-ee50-66de-9804-000000000300}","{30f6f5d4-ee50-66de-9604-000000000300}"
"2024-09-09 21:47:12","C:\Windows\SysWOW64\net.exe","C:\Program Files (x86)\ossec-agent\wazuh-agent.exe","net.exe accounts","NT AUTHORITY\SYSTEM","{30f6f5d4-ee50-66de-9604-000000000300}","{30f6f5d4-ee44-66de-7e04-000000000300}"
"2024-09-09 21:47:12","C:\Windows\SysWOW64\net1.exe","C:\Windows\SysWOW64\net.exe","C:\Windows\system32\net1 accounts","NT AUTHORITY\SYSTEM","{30f6f5d4-ee50-66de-9504-000000000300}","{30f6f5d4-ee4f-66de-9304-000000000300}"
"2024-09-09 21:47:11","C:\Windows\SysWOW64\net.exe","C:\Program Files (x86)\ossec-agent\wazuh-agent.exe","net.exe accounts","NT AUTHORITY\SYSTEM","{30f6f5d4-ee4f-66de-9304-000000000300}","{30f6f5d4-ee44-66de-7e04-000000000300}"
"2024-09-09 21:47:11","C:\Windows\SysWOW64\net1.exe","C:\Windows\SysWOW64\net.exe","C:\Windows\system32\net1 accounts","NT AUTHORITY\SYSTEM","{30f6f5d4-ee4f-66de-9204-000000000300}","{30f6f5d4-ee4f-66de-9004-000000000300}"
"2024-09-09 21:47:11","C:\Windows\SysWOW64\net.exe","C:\Program Files (x86)\ossec-agent\wazuh-agent.exe","net.exe accounts","NT AUTHORITY\SYSTEM","{30f6f5d4-ee4f-66de-9004-000000000300}","{30f6f5d4-ee44-66de-7e04-000000000300}"
"2024-09-09 21:47:11","C:\Windows\SysWOW64\net1.exe","C:\Windows\SysWOW64\net.exe","C:\Windows\system32\net1 accounts","NT AUTHORITY\SYSTEM","{30f6f5d4-ee4f-66de-8f04-000000000300}","{30f6f5d4-ee4f-66de-8d04-000000000300}"
"2024-09-09 21:47:11","C:\Windows\SysWOW64\net.exe","C:\Program Files (x86)\ossec-agent\wazuh-agent.exe","net.exe accounts","NT AUTHORITY\SYSTEM","{30f6f5d4-ee4f-66de-8d04-000000000300}","{30f6f5d4-ee44-66de-7e04-000000000300}"
"2024-09-09 21:47:11","C:\Windows\SysWOW64\net1.exe","C:\Windows\SysWOW64\net.exe","C:\Windows\system32\net1 accounts","NT AUTHORITY\SYSTEM","{30f6f5d4-ee4f-66de-8c04-000000000300}","{30f6f5d4-ee4f-66de-8a04-000000000300}"
"2024-09-09 21:47:11","C:\Windows\SysWOW64\net.exe","C:\Program Files (x86)\ossec-agent\wazuh-agent.exe","net.exe accounts","NT AUTHORITY\SYSTEM","{30f6f5d4-ee4f-66de-8a04-000000000300}","{30f6f5d4-ee44-66de-7e04-000000000300}"
"2024-09-09 21:47:11","C:\Windows\SysWOW64\net1.exe","C:\Windows\SysWOW64\net.exe","C:\Windows\system32\net1 accounts","NT AUTHORITY\SYSTEM","{30f6f5d4-ee4f-66de-8904-000000000300}","{30f6f5d4-ee4f-66de-8704-000000000300}"
"2024-09-09 21:47:11","C:\Windows\SysWOW64\net.exe","C:\Program Files (x86)\ossec-agent\wazuh-agent.exe","net.exe accounts","NT AUTHORITY\SYSTEM","{30f6f5d4-ee4f-66de-8704-000000000300}","{30f6f5d4-ee44-66de-7e04-000000000300}"
"2024-09-09 21:47:11","C:\Windows\SysWOW64\net1.exe","C:\Windows\SysWOW64\net.exe","C:\Windows\system32\net1 accounts","NT AUTHORITY\SYSTEM","{30f6f5d4-ee4f-66de-8604-000000000300}","{30f6f5d4-ee4f-66de-8404-000000000300}"
"2024-09-09 21:47:11","C:\Windows\SysWOW64\net.exe","C:\Program Files (x86)\ossec-agent\wazuh-agent.exe","net.exe accounts","NT AUTHORITY\SYSTEM","{30f6f5d4-ee4f-66de-8404-000000000300}","{30f6f5d4-ee44-66de-7e04-000000000300}"
"2024-09-09 21:47:11","C:\Windows\SysWOW64\net1.exe","C:\Windows\SysWOW64\net.exe","C:\Windows\system32\net1 accounts","NT AUTHORITY\SYSTEM","{30f6f5d4-ee4f-66de-8304-000000000300}","{30f6f5d4-ee4e-66de-8104-000000000300}"
"2024-09-09 21:47:11","C:\Windows\SysWOW64\net.exe","C:\Program Files (x86)\ossec-agent\wazuh-agent.exe","net.exe accounts","NT AUTHORITY\SYSTEM","{30f6f5d4-ee4e-66de-8104-000000000300}","{30f6f5d4-ee44-66de-7e04-000000000300}"
"2024-09-09 21:47:01","C:\Windows\SysWOW64\net1.exe","C:\Windows\SysWOW64\net.exe","C:\Windows\system32\net1 accounts","NT AUTHORITY\SYSTEM","{30f6f5d4-ee45-66de-8004-000000000300}","{30f6f5d4-ee42-66de-7504-000000000300}"
"2024-09-09 21:47:00","C:\Windows\SysWOW64\net1.exe","C:\Windows\SysWOW64\net.exe","C:\Windows\system32\net1  start Wazuh","NT AUTHORITY\SYSTEM","{30f6f5d4-ee44-66de-7d04-000000000300}","{30f6f5d4-ee44-66de-7c04-000000000300}"
"2024-09-09 21:47:00","C:\Windows\SysWOW64\net.exe","C:\Windows\SysWOW64\cmd.exe","C:\Windows\system32\net.exe  start Wazuh","NT AUTHORITY\SYSTEM","{30f6f5d4-ee44-66de-7c04-000000000300}","{30f6f5d4-ee44-66de-7b04-000000000300}"
"2024-09-09 21:47:00","C:\Windows\SysWOW64\cmd.exe","C:\Program Files (x86)\ossec-agent\active-response\bin\restart-wazuh.exe","C:\Windows\system32\cmd.exe /c %%WINDIR%%\system32\net.exe start Wazuh","NT AUTHORITY\SYSTEM","{30f6f5d4-ee44-66de-7b04-000000000300}","{30f6f5d4-ee43-66de-7604-000000000300}"
"2024-09-09 21:47:00","C:\Windows\SysWOW64\net1.exe","C:\Windows\SysWOW64\net.exe","C:\Windows\system32\net1  stop Wazuh","NT AUTHORITY\SYSTEM","{30f6f5d4-ee44-66de-7a04-000000000300}","{30f6f5d4-ee43-66de-7904-000000000300}"
"2024-09-09 21:46:59","C:\Windows\SysWOW64\net.exe","C:\Windows\SysWOW64\cmd.exe","C:\Windows\system32\net.exe  stop Wazuh","NT AUTHORITY\SYSTEM","{30f6f5d4-ee43-66de-7904-000000000300}","{30f6f5d4-ee43-66de-7804-000000000300}"
"2024-09-09 21:46:59","C:\Windows\SysWOW64\cmd.exe","C:\Program Files (x86)\ossec-agent\active-response\bin\restart-wazuh.exe","C:\Windows\system32\cmd.exe /c %%WINDIR%%\system32\net.exe stop Wazuh","NT AUTHORITY\SYSTEM","{30f6f5d4-ee43-66de-7804-000000000300}","{30f6f5d4-ee43-66de-7604-000000000300}"
"2024-09-09 21:46:58","C:\Windows\SysWOW64\net.exe","C:\Program Files (x86)\ossec-agent\wazuh-agent.exe","net.exe accounts","NT AUTHORITY\SYSTEM","{30f6f5d4-ee42-66de-7504-000000000300}","{30f6f5d4-ee2c-66de-7404-000000000300}"
"2024-09-09 21:46:36","C:\Windows\System32\net1.exe","C:\Windows\System32\net.exe","C:\Windows\system32\net1 start wazuh","DESKTOP-0B7RNLE\win10","{30f6f5d4-ee2c-66de-7304-000000000300}","{30f6f5d4-ee2c-66de-7204-000000000300}"
"2024-09-09 21:46:36","C:\Windows\System32\net.exe","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe",""C:\Windows\system32\net.exe" start wazuh","DESKTOP-0B7RNLE\win10","{30f6f5d4-ee2c-66de-7204-000000000300}","{30f6f5d4-dae6-66de-9b00-000000000300}"
"2024-09-09 21:39:55","C:\Program Files (x86)\Google\GoogleUpdater\130.0.6679.0\updater.exe","C:\Program Files (x86)\Google\GoogleUpdater\130.0.6679.0\updater.exe",""C:\Program Files (x86)\Google\GoogleUpdater\130.0.6679.0\updater.exe" --crash-handler --system "--database=C:\Program Files (x86)\Google\GoogleUpdater\130.0.6679.0\Crashpad" --url=https://clients2.google.com/cr/report --annotation=prod=Update4 --annotation=ver=130.0.6679.0 "--attachment=C:\Program Files (x86)\Google\GoogleUpdater\updater.log" --initial-client-data=0x280,0x284,0x288,0x25c,0x28c,0x97a6cc,0x97a6d8,0x97a6e4","NT AUTHORITY\SYSTEM","{30f6f5d4-ec9b-66de-4e04-000000000300}","{30f6f5d4-ec9b-66de-4d04-000000000300}"
"2024-09-09 21:39:55","C:\Program Files (x86)\Google\GoogleUpdater\130.0.6679.0\updater.exe","C:\Program Files (x86)\Google\GoogleUpdater\130.0.6679.0\updater.exe",""C:\Program Files (x86)\Google\GoogleUpdater\130.0.6679.0\updater.exe" --crash-handler --system "--database=C:\Program Files (x86)\Google\GoogleUpdater\130.0.6679.0\Crashpad" --url=https://clients2.google.com/cr/report --annotation=prod=Update4 --annotation=ver=130.0.6679.0 "--attachment=C:\Program Files (x86)\Google\GoogleUpdater\updater.log" --initial-client-data=0x280,0x284,0x288,0x25c,0x28c,0x97a6cc,0x97a6d8,0x97a6e4","NT AUTHORITY\SYSTEM","{30f6f5d4-ec9b-66de-4c04-000000000300}","{30f6f5d4-ec9a-66de-4b04-000000000300}"
"2024-09-09 21:39:54","C:\Program Files (x86)\Google\GoogleUpdater\130.0.6679.0\updater.exe","C:\Program Files (x86)\Google\GoogleUpdater\130.0.6679.0\updater.exe",""C:\Program Files (x86)\Google\GoogleUpdater\130.0.6679.0\updater.exe" --crash-handler --system "--database=C:\Program Files (x86)\Google\GoogleUpdater\130.0.6679.0\Crashpad" --url=https://clients2.google.com/cr/report --annotation=prod=Update4 --annotation=ver=130.0.6679.0 "--attachment=C:\Program Files (x86)\Google\GoogleUpdater\updater.log" --initial-client-data=0x280,0x284,0x288,0x25c,0x28c,0x97a6cc,0x97a6d8,0x97a6e4","NT AUTHORITY\SYSTEM","{30f6f5d4-ec9a-66de-4a04-000000000300}","{30f6f5d4-ec9a-66de-4904-000000000300}"
"2024-09-09 21:39:40","C:\Windows\SysWOW64\regsvr32.exe","C:\Windows\System32\regsvr32.exe"," /s "C:\Program Files (x86)\Zotero\AccessibleMarshal.dll"","DESKTOP-0B7RNLE\win10","{30f6f5d4-ec8c-66de-4604-000000000300}","{30f6f5d4-ec8b-66de-4504-000000000300}"
"2024-09-09 21:39:39","C:\Windows\System32\regsvr32.exe","C:\Users\win10\AppData\Local\Temp\chocolatey\7zSA9A.tmp\setup.exe",""C:\Windows\system32\regsvr32.exe" /s "C:\Program Files (x86)\Zotero\AccessibleMarshal.dll"","DESKTOP-0B7RNLE\win10","{30f6f5d4-ec8b-66de-4504-000000000300}","{30f6f5d4-ec80-66de-4304-000000000300}"
"2024-09-09 21:39:28","C:\Users\win10\AppData\Local\Temp\chocolatey\7zSA9A.tmp\setup.exe","C:\ProgramData\chocolatey\lib\zotero\tools\Zotero-7.0.3_win32_setup.exe",".\setup.exe /S","DESKTOP-0B7RNLE\win10","{30f6f5d4-ec80-66de-4304-000000000300}","{30f6f5d4-ec6f-66de-4004-000000000300}"
"2024-09-09 21:38:54","C:\ProgramData\chocolatey\bin\choco.exe","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe",""C:\ProgramData\chocolatey\bin\choco.exe" install zotero -y","DESKTOP-0B7RNLE\win10","{30f6f5d4-ec5e-66de-3d04-000000000300}","{30f6f5d4-dae6-66de-9b00-000000000300}"
"2024-09-09 21:38:47","C:\Windows\System32\msiexec.exe","C:\Windows\System32\msiexec.exe","C:\Windows\System32\MsiExec.exe -Embedding D799258E96D6E5411BC6D8F4DB8A18C8 E Global\MSI0000","NT AUTHORITY\SYSTEM","{30f6f5d4-ec57-66de-3504-000000000300}","{30f6f5d4-ec4f-66de-3404-000000000300}"
"2024-09-09 21:38:39","C:\Windows\System32\msiexec.exe","C:\Windows\System32\services.exe","C:\Windows\system32\msiexec.exe /V","NT AUTHORITY\SYSTEM","{30f6f5d4-ec4f-66de-3404-000000000300}","{30f6f5d4-da87-66de-0b00-000000000300}"
"2024-09-09 21:38:39","C:\Windows\System32\msiexec.exe","C:\ProgramData\chocolatey\choco.exe",""C:\Windows\System32\msiexec.exe" /i "C:\Users\win10\AppData\Local\Temp\chocolatey\zoom\6.1.11.45504\ZoomInstallerFull.msi" /quiet /qn /norestart ZoomAutoUpdate=True","DESKTOP-0B7RNLE\win10","{30f6f5d4-ec4f-66de-3304-000000000300}","{30f6f5d4-ec3d-66de-2e04-000000000300}"
"2024-09-09 21:38:21","C:\ProgramData\chocolatey\bin\choco.exe","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe",""C:\ProgramData\chocolatey\bin\choco.exe" install zoom -y","DESKTOP-0B7RNLE\win10","{30f6f5d4-ec3d-66de-2d04-000000000300}","{30f6f5d4-dae6-66de-9b00-000000000300}"
"2024-09-09 21:37:59","C:\Windows\Temp\{2E551C71-E68F-4860-93BB-D9C718FB1714}\.cr\vc_redist.x64.exe","C:\Program Files\Wireshark\vc_redist.x64.exe",""C:\Windows\Temp\{2E551C71-E68F-4860-93BB-D9C718FB1714}\.cr\vc_redist.x64.exe" -burn.clean.room="C:\Program Files\Wireshark\vc_redist.x64.exe" -burn.filehandle.attached=516 -burn.filehandle.self=524 /install /quiet /norestart","DESKTOP-0B7RNLE\win10","{30f6f5d4-ec27-66de-2904-000000000300}","{30f6f5d4-ec27-66de-2804-000000000300}"
"2024-09-09 21:37:34","C:\ProgramData\chocolatey\bin\choco.exe","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe",""C:\ProgramData\chocolatey\bin\choco.exe" install wireshark -y","DESKTOP-0B7RNLE\win10","{30f6f5d4-ec0e-66de-2504-000000000300}","{30f6f5d4-dae6-66de-9b00-000000000300}"
"2024-09-09 21:37:06","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe","C:\ProgramData\chocolatey\tools\shimgen.exe",""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe" /noconfig /checked+ /nowarn:1701,1702 /nostdlib+ /platform:AnyCPU /errorreport:prompt /main:shim.ShimProgram /errorendlocation /preferreduilang:en-US /highentropyva- /reference:"C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorlib.dll" /reference:"C:\Windows\Microsoft.NET\Framework64\v4.0.30319\System.Core.dll" /reference:"C:\Windows\Microsoft.NET\Framework64\v4.0.30319\System.dll" /debug- /filealign:512 /optimize+ /out:"C:\ProgramData\chocolatey\bin\winscp.com.exe" /target:exe /utf8output /win32icon:"C:\ProgramData\shimgen\generatedfiles\20240909_133706_4786\shim.ico" /win32manifest:"C:\ProgramData\shimgen\generatedfiles\20240909_133706_4786\app.manifest" "C:\ProgramData\shimgen\generatedfiles\20240909_133706_4786\CommandExecutor.cs" "C:\ProgramData\shimgen\generatedfiles\20240909_133706_4786\ShimProgram.cs" "C:\ProgramData\shimgen\generatedfiles\20240909_133706_4786\Assembly.cs"","DESKTOP-0B7RNLE\win10","{30f6f5d4-ebf2-66de-1e04-000000000300}","{30f6f5d4-ebf2-66de-1d04-000000000300}"
"2024-09-09 21:37:05","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe","C:\ProgramData\chocolatey\tools\shimgen.exe",""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe" /noconfig /checked+ /nowarn:1701,1702 /nostdlib+ /platform:AnyCPU /errorreport:prompt /main:shim.ShimProgram /errorendlocation /preferreduilang:en-US /highentropyva- /reference:"C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorlib.dll" /reference:"C:\Windows\Microsoft.NET\Framework64\v4.0.30319\System.Core.dll" /reference:"C:\Windows\Microsoft.NET\Framework64\v4.0.30319\System.dll" /debug- /filealign:512 /optimize+ /out:"C:\ProgramData\chocolatey\bin\winscp.exe" /target:exe /utf8output /win32icon:"C:\ProgramData\shimgen\generatedfiles\20240909_133705_0407\shim.ico" /win32manifest:"C:\ProgramData\shimgen\generatedfiles\20240909_133705_0407\app.manifest" "C:\ProgramData\shimgen\generatedfiles\20240909_133705_0407\CommandExecutor.cs" "C:\ProgramData\shimgen\generatedfiles\20240909_133705_0407\ShimProgram.cs" "C:\ProgramData\shimgen\generatedfiles\20240909_133705_0407\Assembly.cs"","DESKTOP-0B7RNLE\win10","{30f6f5d4-ebf1-66de-1a04-000000000300}","{30f6f5d4-ebf0-66de-1904-000000000300}"
"2024-09-09 21:37:00","C:\Windows\System32\regsvr32.exe","C:\Windows\SysWOW64\regsvr32.exe"," /s "C:\Program Files (x86)\WinSCP\DragExt64.dll"","DESKTOP-0B7RNLE\win10","{30f6f5d4-ebec-66de-1604-000000000300}","{30f6f5d4-ebec-66de-1404-000000000300}"
"2024-09-09 21:37:00","C:\Windows\SysWOW64\regsvr32.exe","C:\Users\win10\AppData\Local\Temp\chocolatey\is-3QUP3.tmp\WinSCP-6.3.4-Setup.tmp",""C:\Windows\system32\regsvr32.exe" /s "C:\Program Files (x86)\WinSCP\DragExt64.dll"","DESKTOP-0B7RNLE\win10","{30f6f5d4-ebec-66de-1404-000000000300}","{30f6f5d4-ebe9-66de-1304-000000000300}"
"2024-09-09 21:36:57","C:\Users\win10\AppData\Local\Temp\chocolatey\is-3QUP3.tmp\WinSCP-6.3.4-Setup.tmp","C:\ProgramData\chocolatey\lib\winscp.install\tools\WinSCP-6.3.4-Setup.exe",""C:\Users\win10\AppData\Local\Temp\chocolatey\is-3QUP3.tmp\WinSCP-6.3.4-Setup.tmp" /SL5="$B02CE,10474196,930816,C:\ProgramData\chocolatey\lib\winscp.install\tools\WinSCP-6.3.4-Setup.exe" /VERYSILENT /SUPPRESSMSGBOXES /NORESTART /SP-","DESKTOP-0B7RNLE\win10","{30f6f5d4-ebe9-66de-1304-000000000300}","{30f6f5d4-ebe9-66de-1204-000000000300}"
"2024-09-09 21:36:49","C:\ProgramData\chocolatey\bin\choco.exe","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe",""C:\ProgramData\chocolatey\bin\choco.exe" install winscp -y","DESKTOP-0B7RNLE\win10","{30f6f5d4-ebe1-66de-0f04-000000000300}","{30f6f5d4-dae6-66de-9b00-000000000300}"
"2024-09-09 21:36:45","C:\Windows\System32\regsvr32.exe","C:\Users\win10\AppData\Local\Temp\chocolatey\is-DAC3M.tmp\WinMerge-2.16.42.1-x64-Setup.tmp",""C:\Windows\system32\regsvr32.exe" /s "C:\Program Files\WinMerge\ShellExtensionX64.dll"","DESKTOP-0B7RNLE\win10","{30f6f5d4-ebdd-66de-0704-000000000300}","{30f6f5d4-ebda-66de-0604-000000000300}"
"2024-09-09 21:36:42","C:\Users\win10\AppData\Local\Temp\chocolatey\is-DAC3M.tmp\WinMerge-2.16.42.1-x64-Setup.tmp","C:\Users\win10\AppData\Local\Temp\chocolatey\winmerge\2.16.42.1\WinMerge-2.16.42.1-x64-Setup.exe",""C:\Users\win10\AppData\Local\Temp\chocolatey\is-DAC3M.tmp\WinMerge-2.16.42.1-x64-Setup.tmp" /SL5="$80586,9350605,121344,C:\Users\win10\AppData\Local\Temp\chocolatey\winmerge\2.16.42.1\WinMerge-2.16.42.1-x64-Setup.exe" /VERYSILENT /SP- /NORESTART","DESKTOP-0B7RNLE\win10","{30f6f5d4-ebda-66de-0604-000000000300}","{30f6f5d4-ebda-66de-0504-000000000300}"
"2024-09-09 21:36:42","C:\Users\win10\AppData\Local\Temp\chocolatey\winmerge\2.16.42.1\WinMerge-2.16.42.1-x64-Setup.exe","C:\ProgramData\chocolatey\choco.exe",""C:\Users\win10\AppData\Local\Temp\chocolatey\winmerge\2.16.42.1\WinMerge-2.16.42.1-x64-Setup.exe" /VERYSILENT /SP- /NORESTART","DESKTOP-0B7RNLE\win10","{30f6f5d4-ebda-66de-0504-000000000300}","{30f6f5d4-ebcc-66de-0304-000000000300}"
"2024-09-09 21:36:27","C:\ProgramData\chocolatey\bin\choco.exe","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe",""C:\ProgramData\chocolatey\bin\choco.exe" install winmerge -y","DESKTOP-0B7RNLE\win10","{30f6f5d4-ebcb-66de-0204-000000000300}","{30f6f5d4-dae6-66de-9b00-000000000300}"
"2024-09-09 21:35:52","C:\Users\win10\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe","C:\Windows\System32\svchost.exe",""C:\Users\win10\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe" /ua /installsource scheduler","DESKTOP-0B7RNLE\win10","{30f6f5d4-eba8-66de-ff03-000000000300}","{30f6f5d4-da8a-66de-2200-000000000300}"
"2024-09-09 21:33:16","C:\Windows\System32\rundll32.exe","C:\Windows\System32\svchost.exe",""C:\Windows\system32\rundll32.exe" /d acproxy.dll,PerformAutochkOperations","NT AUTHORITY\SYSTEM","{30f6f5d4-eb0c-66de-fd03-000000000300}","{30f6f5d4-da8a-66de-2200-000000000300}"
"2024-09-09 21:30:55","C:\Windows\System32\wbem\WmiPrvSE.exe","C:\Windows\System32\svchost.exe","C:\Windows\system32\wbem\wmiprvse.exe -secured -Embedding","NT AUTHORITY\NETWORK SERVICE","{30f6f5d4-ea7f-66de-fa03-000000000300}","{30f6f5d4-da88-66de-0f00-000000000300}"
"2024-09-09 21:30:45","C:\Users\win10\AppData\Local\Microsoft\OneDrive\OneDriveStandaloneUpdater.exe","C:\Windows\System32\svchost.exe",""C:\Users\win10\AppData\Local\Microsoft\OneDrive\OneDriveStandaloneUpdater.exe" /reporting","DESKTOP-0B7RNLE\win10","{30f6f5d4-ea75-66de-f303-000000000300}","{30f6f5d4-da8a-66de-2200-000000000300}"
"2024-09-09 21:12:10","C:\Windows\System32\WinSAT.exe","C:\Windows\System32\rundll32.exe",""C:\Windows\system32\winsat.exe" disk -wsswap","NT AUTHORITY\SYSTEM","{30f6f5d4-e61a-66de-ea03-000000000300}","{30f6f5d4-e61a-66de-e903-000000000300}"
"2024-09-09 21:12:10","C:\Windows\System32\rundll32.exe","C:\Windows\System32\svchost.exe",""C:\Windows\system32\rundll32.exe" sysmain.dll,PfSvWsSwapAssessmentTask","NT AUTHORITY\SYSTEM","{30f6f5d4-e61a-66de-e903-000000000300}","{30f6f5d4-da8a-66de-2200-000000000300}"
"2024-09-09 21:11:38","C:\Windows\System32\wbem\WmiPrvSE.exe","C:\Windows\System32\svchost.exe","C:\Windows\system32\wbem\wmiprvse.exe -secured -Embedding","NT AUTHORITY\NETWORK SERVICE","{30f6f5d4-e5fa-66de-db03-000000000300}","{30f6f5d4-da88-66de-0f00-000000000300}"
"2024-09-09 21:09:42","C:\Users\win10\AppData\Local\Temp\EE094821-61E9-4423-874C-5D2137BBE403\DismHost.exe","C:\Windows\System32\cleanmgr.exe","C:\Users\win10\AppData\Local\Temp\EE094821-61E9-4423-874C-5D2137BBE403\dismhost.exe {7E721C8D-621B-4E41-B128-73B0996EB086}","DESKTOP-0B7RNLE\win10","{30f6f5d4-e585-66de-8003-000000000300}","{30f6f5d4-e56e-66de-7003-000000000300}"
"2024-09-09 21:05:52","C:\Users\win10\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe","C:\Windows\System32\svchost.exe",""C:\Users\win10\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe" /c","DESKTOP-0B7RNLE\win10","{30f6f5d4-e4a0-66de-6d03-000000000300}","{30f6f5d4-da8a-66de-2200-000000000300}"
"2024-09-09 21:05:03","C:\Users\win10\AppData\Local\Temp\7F0A1928-14D0-44F7-B13D-C13CB642A84E\DismHost.exe","C:\Windows\System32\cleanmgr.exe","C:\Users\win10\AppData\Local\Temp\7F0A1928-14D0-44F7-B13D-C13CB642A84E\dismhost.exe {3285ACFA-E173-4902-92FB-61B0ED8D2C6B}","DESKTOP-0B7RNLE\win10","{30f6f5d4-e46e-66de-5403-000000000300}","{30f6f5d4-e405-66de-2803-000000000300}"
"2024-09-09 21:03:17","C:\Windows\System32\rundll32.exe","C:\Windows\System32\svchost.exe",""C:\Windows\system32\rundll32.exe" C:\Windows\system32\Windows.StateRepositoryClient.dll,StateRepositoryDoMaintenanceTasks","NT AUTHORITY\SYSTEM","{30f6f5d4-e405-66de-2603-000000000300}","{30f6f5d4-da8a-66de-2200-000000000300}"
"2024-09-09 21:03:17","C:\Windows\System32\rundll32.exe","C:\Windows\System32\svchost.exe",""C:\Windows\system32\rundll32.exe" Startupscan.dll,SusRunTask","DESKTOP-0B7RNLE\win10","{30f6f5d4-e405-66de-2503-000000000300}","{30f6f5d4-da8a-66de-2200-000000000300}"
"2024-09-09 21:03:17","C:\Windows\System32\sc.exe","C:\Windows\System32\svchost.exe",""C:\Windows\system32\sc.exe" start w32time task_started","NT AUTHORITY\LOCAL SERVICE","{30f6f5d4-e405-66de-2303-000000000300}","{30f6f5d4-da8a-66de-2200-000000000300}"
